CustomerID,TenureDays,RecencyDays,Frequency,MonetaryValue
11535,560,4460,2,6540.7271
16347,1061,4178,2,6539.9426
13513,1068,4196,2,6539.6553
12614,762,4240,2,6539.6553
13546,1048,4188,2,6539.6553
16348,1072,4177,2,6539.6553
15087,828,4173,2,6538.5503
13845,914,4267,2,6538.5503
12901,635,4291,2,6538.5503
12749,738,4227,2,6536.6718
12448,583,4322,2,6536.6718
16616,1060,4195,2,6536.6718
12830,778,4173,2,6536.6718
11327,494,4502,2,6536.6718
11742,597,4392,2,6536.6718
11516,640,4367,2,6536.6718
11536,544,4454,2,6536.6718
12904,619,4290,2,6536.6607
11777,617,4361,2,6536.6607
11625,577,4421,2,6534.1413
12440,585,4347,2,6534.1413
11775,609,4380,2,6534.1413
11772,585,4399,2,6534.1303
14792,851,4233,2,6534.1303
12179,570,4345,2,6534.1303
15668,729,4178,2,6534.1303
12772,622,4302,2,6534.1303
11607,873,4373,2,6534.1303
12016,565,4382,2,6534.1303
12162,500,4450,2,6534.1303
12082,494,4450,2,6534.1303
12027,624,4327,2,6534.1303
12186,439,4467,2,6534.1303
13661,913,4316,2,6534.1303
14831,870,4217,2,6533.5667
11954,595,4365,2,6531.1578
11945,700,4263,2,6531.1578
14165,902,4253,2,6531.1578
12025,573,4370,2,6531.1578
13767,978,4187,2,6530.7932
11292,473,4534,2,6530.7932
11227,557,4493,2,6530.7932
13537,754,4178,2,6530.7932
11708,581,4386,2,6528.8926
12120,634,4324,2,6528.6274
13820,911,4267,2,6528.6274
12881,632,4283,2,6528.6274
12164,462,4474,2,6528.6274
12170,471,4467,2,6528.6274
12187,442,4464,2,6528.6163
15619,797,4182,2,6528.6163
12820,716,4232,2,6528.6163
12104,496,4467,2,6528.6163
16661,1044,4191,2,6528.6163
12771,607,4315,2,6528.6163
13538,1014,4196,2,6528.6163
12480,808,4266,2,6528.6163
16639,1049,4181,2,6528.6163
12423,700,4212,2,6528.6163
12211,861,4338,2,6528.6163
11278,475,4531,2,6528.6163
11593,880,4364,2,6528.6163
14776,838,4254,2,6528.6163
13548,1060,4173,2,6528.6163
12549,795,4240,2,6528.6163
12209,491,4423,2,6528.6163
11834,480,4490,2,6528.6163
12206,436,4467,2,6528.6163
12773,591,4313,2,6528.6163
12756,596,4317,2,6528.6163
13545,1035,4188,2,6528.6163
15925,339,4303,3,6525.9202
11289,496,4518,2,6525.5555
11690,549,4418,2,6524.1742
12362,504,4423,2,6524.1742
14700,872,4246,2,6524.1742
12102,479,4475,2,6523.025
16350,1065,4177,2,6523.025
12777,607,4317,2,6520.1078
11678,484,4498,2,6520.1078
12096,611,4333,2,6520.1078
12442,611,4320,2,6520.1078
11812,624,4365,2,6520.1078
15081,871,4180,2,6520.1078
14720,895,4236,2,6520.1078
11774,596,4370,2,6520.1078
16657,1032,4194,2,6520.1078
13666,966,4195,2,6520.1078
16637,1018,4191,2,6520.1078
11825,485,4491,2,6520.1078
11885,465,4499,2,6520.1078
16631,1078,4178,2,6520.1078
12884,652,4275,2,6520.1078
12383,800,4314,2,6517.5774
11811,611,4366,2,6517.5774
16660,1034,4188,2,6517.5774
12438,484,4438,2,6517.5774
12464,783,4278,2,6517.5774
11817,488,4491,2,6517.5774
12547,779,4260,2,6517.5774
12212,833,4346,2,6517.5774
12364,461,4444,2,6517.5774
11743,569,4398,2,6517.5774
13689,915,4298,2,6517.5774
16612,1078,4173,2,6517.5774
11826,477,4488,2,6517.5774
12917,485,4425,2,6517.5774
16349,1058,4182,2,6517.5774
12834,745,4198,2,6517.5774
11675,473,4494,2,6517.5774
11624,581,4420,2,6517.5774
12912,667,4237,2,6517.5774
11329,504,4493,2,6517.5774
15669,738,4185,2,6517.5774
12483,804,4276,2,6517.5774
16607,1067,4193,2,6516.7707
11886,598,4366,2,6516.7707
11296,516,4505,2,6516.7707
12069,486,4476,2,6516.7707
11683,491,4496,2,6516.4392
11924,602,4364,2,6516.4392
12915,670,4251,2,6515.29
15088,831,4173,2,6515.29
16620,1050,4197,2,6514.2403
11591,863,4391,2,6514.2403
15089,811,4188,2,6514.2403
11538,532,4474,2,6514.2403
12151,478,4469,2,6514.2403
12190,451,4471,2,6509.0357
13847,897,4289,2,6506.5053
12522,779,4250,2,6506.5053
12110,621,4326,2,6506.5053
11274,545,4479,2,6506.5053
12849,772,4178,2,6506.5053
12561,749,4248,2,6506.5053
15083,806,4201,2,6506.5053
11522,517,4502,2,6506.5053
11937,612,4351,2,6506.5053
29584,639,4201,7,6504.8271
12255,852,4333,2,6500.9913
12717,747,4224,2,6500.9913
12866,764,4186,2,6500.9913
29833,273,4567,4,6496.4491
14705,900,4233,2,6492.4828
11531,528,4495,2,6492.4828
11628,566,4444,2,6492.4828
12441,597,4331,2,6492.4828
12883,650,4268,2,6492.4828
11592,852,4402,2,6492.4828
12207,473,4433,2,6492.4828
12184,452,4457,2,6492.4828
12468,798,4274,2,6492.4828
11303,540,4480,2,6492.4828
11778,611,4354,2,6489.9524
16659,1041,4191,2,6489.9524
12076,497,4460,2,6489.9524
11956,579,4382,2,6489.9524
12174,472,4453,2,6489.9524
11129,522,4525,2,6489.9524
11317,536,4485,2,6489.9524
13687,931,4294,2,6489.9524
12290,821,4318,2,6489.9524
11291,503,4515,2,6489.9524
14794,875,4218,2,6489.9524
11611,888,4354,2,6489.9524
11983,471,4482,2,6489.9524
12267,868,4306,2,6489.9524
16658,1042,4186,2,6489.9524
11537,550,4451,2,6489.9524
16351,1068,4197,2,6489.9524
12217,837,4346,2,6489.9524
11779,615,4360,2,6489.9524
11696,576,4415,2,6489.9524
26018,622,4347,2,6485.2893
26041,657,4335,2,6476.383
26114,603,4316,2,6467.5982
25990,695,4342,2,6460.9793
30053,274,4201,3,6460.1327
26096,601,4308,2,6457.1118
16393,363,4246,3,6454.7167
26056,614,4343,2,6451.0453
26058,602,4338,2,6451.0453
26061,607,4344,2,6451.0453
11380,481,4500,2,6450.8906
12123,649,4210,4,6450.8113
26066,604,4335,2,6444.3822
12133,659,4199,4,6442.9011
26091,628,4322,2,6439.9732
25982,726,4334,2,6430.0503
25962,739,4346,2,6430.0503
25872,863,4359,2,6430.0503
25924,803,4329,2,6430.0503
26090,660,4299,2,6430.0503
25980,726,4344,2,6430.0503
25974,761,4333,2,6430.0503
19997,810,4231,2,6425.553
25978,737,4332,2,6423.4203
25943,761,4341,2,6417.8732
19844,939,4222,2,6417.7627
25975,775,4337,2,6416.7682
16566,339,4202,3,6416.0196
18005,334,4211,3,6414.3842
17976,310,4235,3,6410.5277
26107,625,4302,2,6409.3647
25868,835,4378,2,6406.8343
26089,650,4301,2,6406.8343
26112,613,4310,2,6402.4253
26083,639,4295,2,6402.4253
26060,599,4342,2,6402.4253
26012,636,4348,2,6402.4253
26116,618,4296,2,6402.4253
26111,613,4300,2,6402.4253
25973,767,4344,2,6401.3203
25901,785,4378,2,6401.3203
26098,591,4312,2,6401.3203
17986,340,4209,3,6398.9031
16392,368,4260,3,6393.9527
17983,298,4253,3,6391.7206
26055,627,4345,2,6391.3864
25867,853,4354,2,6391.3864
25979,732,4341,2,6391.3864
25972,780,4332,2,6387.994
29493,273,4963,4,6387.5291
18133,580,4282,3,6387.4166
26097,610,4300,2,6379.2093
25903,787,4378,2,6379.2093
20034,738,4208,2,6375.8059
16426,341,4228,3,6374.0407
26084,625,4308,2,6373.6953
26075,599,4344,2,6373.6953
26106,593,4319,2,6373.6953
26011,693,4324,2,6373.6953
26082,652,4306,2,6373.6953
26070,615,4326,2,6373.6953
19830,986,4229,2,6371.3417
18139,563,4283,3,6369.6924
14214,355,4318,3,6364.6545
25976,771,4329,2,6363.7614
26110,607,4313,2,6363.7614
26042,658,4324,2,6363.7614
25891,774,4371,2,6363.7614
11332,449,4528,2,6359.2419
17964,331,4233,3,6354.1507
20182,702,4225,2,6353.7169
11338,446,4535,2,6348.1698
11335,439,4530,2,6347.3963
14219,377,4295,3,6347.3628
15924,320,4322,3,6347.1228
18130,579,4313,3,6347.0841
18140,572,4276,3,6344.2553
18125,581,4320,3,6342.1448
16424,341,4256,3,6340.9128
18134,580,4277,3,6334.3766
11395,464,4483,2,6331.6169
13967,539,4172,3,6322.7087
30104,274,4628,4,6322.6323
12287,362,4388,3,6321.007
16425,323,4259,3,6319.1553
13108,544,4186,3,6319.119
13112,550,4188,3,6318.2666
13010,533,4249,3,6316.7542
14236,400,4235,3,6309.8038
19855,915,4209,2,6309.5059
13111,525,4194,3,6306.4556
18019,359,4203,3,6305.5528
13106,515,4217,3,6295.7592
14220,374,4302,3,6294.2896
20035,685,4220,2,6292.953
12998,523,4286,3,6292.8626
14064,357,4303,3,6292.1017
12608,413,4266,3,6287.3155
14234,389,4269,3,6284.9302
12271,402,4396,3,6279.9135
13109,539,4191,3,6279.6026
14235,386,4247,3,6278.8306
29991,547,4232,7,6276.6629
12460,329,4364,3,6275.1937
14063,351,4320,3,6272.2559
12873,345,4244,3,6272.2448
13007,563,4241,3,6266.7198
13118,549,4177,3,6265.2376
12277,406,4389,3,6261.5042
13517,315,4228,3,6261.348
12859,379,4245,3,6261.1728
14215,351,4322,3,6260.8066
12473,354,4353,3,6260.0677
12615,436,4241,3,6257.8688
12264,410,4389,3,6257.5026
14211,363,4317,3,6257.5026
14230,386,4265,3,6256.3977
12612,385,4287,3,6251.9887
14226,370,4285,3,6250.1449
14261,433,4214,3,6247.5797
14216,361,4319,3,6247.5797
14262,460,4193,3,6246.0563
14058,362,4319,3,6246.0342
12486,352,4347,3,6245.9002
14218,366,4304,3,6245.3255
13050,566,4224,3,6244.6309
13107,536,4209,3,6244.2426
14050,361,4318,3,6243.5148
12599,358,4312,3,6242.3767
13134,539,4192,3,6242.0547
14263,466,4189,3,6240.9608
14062,362,4306,3,6240.9497
13049,561,4226,3,6240.1777
12289,367,4392,3,6238.6734
14046,373,4306,3,6237.9898
13957,521,4179,3,6237.9898
14047,378,4309,3,6236.1113
14238,402,4241,3,6235.4026
12991,518,4274,3,6234.2976
13554,326,4228,3,6233.5809
12874,326,4256,3,6230.5864
12560,398,4305,3,6228.7726
12609,409,4270,3,6228.7726
12394,363,4369,3,6227.6787
12559,391,4304,3,6225.4687
12623,407,4256,3,6221.3802
12284,410,4393,3,6215.9009
13551,331,4230,3,6213.3247
14210,381,4294,3,6211.4699
14224,328,4320,3,6211.4462
14070,360,4310,3,6208.9158
12459,349,4367,3,6208.4863
14071,352,4322,3,6207.7998
14065,369,4312,3,6197.4474
14051,369,4310,3,6195.6337
12382,343,4377,3,6194.917
14225,360,4296,3,6192.3297
13553,353,4212,3,6191.5799
13105,509,4229,3,6171.9204
13110,549,4195,3,6170.2519
12283,407,4403,3,6169.1137
13038,555,4243,3,6167.292
12380,380,4364,3,6155.0912
12343,612,4271,3,6152.5608
29542,274,4232,4,6104.5688
14719,625,4177,3,6091.0474
29788,547,4567,7,6040.9608
16580,231,4318,3,5999.8849
13823,637,4216,3,5959.6076
29849,730,4537,7,5959.037
14714,614,4173,3,5951.8395
20429,655,4294,2,5942.4138
19592,630,4401,2,5941.8392
18739,606,4458,2,5935.7728
15931,318,4312,3,5925.3305
19557,596,4429,2,5920.8553
18701,601,4495,2,5920.3028
20241,646,4333,2,5908.6892
23486,602,4374,2,5904.2692
20216,590,4379,2,5899.3078
30089,274,4201,4,5894.0226
18722,620,4456,2,5893.2413
18702,607,4478,2,5893.2413
20211,594,4382,2,5893.2413
18468,569,4531,2,5893.2413
18729,597,4465,2,5893.2413
19563,616,4414,2,5893.2413
18721,622,4447,2,5893.2413
20264,608,4330,2,5893.2413
20249,647,4329,2,5893.2413
22998,489,4537,2,5888.8213
29835,639,4232,7,5887.9998
18700,606,4500,2,5887.6942
20284,656,4294,2,5887.6942
14300,379,4263,3,5881.6163
23378,607,4398,2,5875.5392
19605,675,4359,2,5872.2463
19562,656,4396,2,5872.2463
20427,633,4303,2,5872.2463
20261,625,4323,2,5872.2463
18698,575,4515,2,5872.2463
18767,646,4424,2,5872.2463
23376,558,4441,2,5872.2463
19652,624,4373,2,5872.2463
18768,643,4416,2,5872.2463
19653,625,4378,2,5872.2463
19601,660,4371,2,5872.2463
20283,652,4303,2,5872.2463
18703,658,4446,2,5872.2463
23137,591,4451,2,5872.2463
20260,598,4353,2,5872.2463
18726,603,4471,2,5872.2463
19598,678,4366,2,5868.1357
18699,589,4503,2,5865.6053
19565,664,4386,2,5865.6053
19593,641,4386,2,5863.7268
20214,621,4358,2,5861.1963
18769,624,4442,2,5861.1963
14716,609,4191,3,5856.7874
14667,390,4242,3,5851.4262
19564,642,4388,2,5849.0303
29713,274,4232,4,5846.7427
14049,507,4180,3,5846.2011
29498,1004,4201,8,5835.052
20215,595,4376,2,5833.5824
19631,620,4380,2,5833.5824
19620,626,4374,2,5833.5824
18467,573,4534,2,5833.5824
20236,612,4353,2,5833.5824
19615,655,4372,2,5833.5824
19599,670,4364,2,5833.5824
23592,736,4252,2,5833.5824
19616,656,4371,2,5833.5824
18697,565,4531,2,5833.5824
18723,585,4475,2,5833.5824
14276,356,4293,3,5811.591
12286,337,4426,3,5806.6406
11616,437,4429,3,5805.2829
15662,736,4189,3,5804.6425
12404,316,4380,3,5803.1392
15657,753,4203,3,5802.7308
14012,468,4194,3,5801.1597
15632,702,4250,3,5795.7914
29859,92,4932,2,5794.6949
11550,421,4459,3,5791.7783
15133,427,4175,3,5787.6913
13974,501,4199,3,5787.6913
14672,415,4215,3,5787.6803
14286,342,4288,3,5784.0101
12526,448,4260,3,5778.463
14323,376,4267,3,5770.3317
12402,359,4381,3,5766.3301
14264,353,4288,3,5765.5913
15120,395,4224,3,5765.5566
14668,417,4235,3,5764.4421
15130,425,4194,3,5763.0152
15661,728,4197,3,5754.8843
14326,404,4248,3,5754.5081
11615,416,4431,3,5752.3092
15653,740,4212,3,5750.4864
15121,415,4187,3,5749.0163
12463,335,4377,3,5748.4528
14310,363,4276,3,5746.7289
12619,430,4253,3,5746.4512
14666,395,4251,3,5745.9098
12745,437,4176,3,5745.6902
14277,350,4285,3,5742.3974
15122,431,4186,3,5739.0602
30057,640,4262,5,5734.4915
14676,425,4217,3,5733.1912
13973,510,4191,3,5730.176
15127,417,4196,3,5726.9163
13968,521,4178,3,5725.7781
14681,433,4225,3,5722.1301
15129,418,4197,3,5721.3913
14055,506,4172,3,5721.0251
12281,355,4441,3,5712.1409
15660,739,4175,3,5711.8224
12492,388,4317,3,5708.8812
15638,692,4250,3,5704.4189
12381,303,4426,3,5703.7113
15652,707,4237,3,5701.8885
14275,372,4265,3,5699.997
29949,639,4232,8,5696.577
14325,389,4243,3,5693.7316
15134,402,4201,3,5692.6392
12742,196,4376,3,5688.8822
14301,385,4270,3,5682.7384
14287,354,4293,3,5681.2783
14302,378,4281,3,5680.5063
14308,357,4285,3,5680.1402
12272,371,4436,3,5679.4013
13975,482,4182,3,5678.2837
14279,383,4267,3,5677.1677
15630,690,4278,3,5675.6889
12622,439,4229,3,5674.6262
14048,478,4192,3,5661.7324
15631,707,4261,3,5660.2411
12391,339,4385,3,5659.1783
14324,377,4275,3,5659.1783
12385,306,4441,3,5656.2184
14673,445,4202,3,5655.1134
14322,374,4282,3,5648.1394
12808,445,4173,3,5648.1394
12282,348,4437,3,5648.1394
14299,363,4286,3,5645.1795
11368,891,4199,3,5642.3953
13769,675,4208,3,5619.5135
11356,905,4230,3,5601.5655
13768,662,4221,3,5595.1925
11402,146,4442,3,5590.5593
12384,237,4434,3,5587.4638
12462,244,4405,3,5577.5299
11363,924,4182,3,5564.5702
11930,794,4184,3,5564.5702
11358,870,4216,3,5563.432
11403,212,4386,3,5561.6194
16551,339,4205,2,5561.1999
12461,279,4393,3,5558.5253
12292,536,4223,3,5555.7835
11360,909,4178,3,5553.5091
12807,245,4341,3,5552.47
11365,936,4178,3,5552.3931
11401,131,4467,3,5548.061
22201,569,4191,2,5538.5584
29565,914,4353,8,5537.2608
11050,1003,4211,3,5533.0666
16940,501,4174,2,5532.4036
16552,503,4214,2,5510.403
16313,229,4537,2,5509.1544
11484,453,4445,3,5508.8445
11481,450,4423,3,5500.7434
12390,294,4388,3,5500.5349
12299,549,4221,3,5499.9824
11547,215,4325,3,5498.8995
21567,595,4235,2,5495.4745
11126,890,4227,3,5494.4689
16416,162,4425,2,5493.7065
11479,170,4390,3,5492.5237
12397,274,4390,3,5489.6823
11483,209,4334,3,5487.8606
11372,921,4186,3,5487.2201
11929,795,4183,3,5487.187
21569,576,4240,2,5480.9769
11359,905,4196,3,5480.8774
16400,118,4507,2,5478.8995
16429,389,4332,2,5478.8995
12806,204,4373,3,5476.4334
12738,210,4406,3,5476.4113
21561,577,4293,2,5467.297
11357,864,4232,3,5462.8991
15846,157,4185,2,5462.3687
12305,489,4232,3,5459.1306
21216,604,4288,2,5453.9154
21179,564,4312,2,5453.9154
11480,212,4328,3,5453.5725
16415,161,4420,2,5448.4015
21556,587,4278,2,5448.4015
16549,461,4228,2,5448.4015
11416,179,4409,3,5445.5044
21888,577,4258,2,5442.766
21974,571,4210,2,5442.3129
21393,589,4277,2,5442.3129
16409,356,4403,2,5442.3129
16442,411,4327,2,5440.2355
21951,617,4216,2,5440.2355
11364,933,4174,3,5438.6112
22207,601,4173,2,5438.4675
21875,605,4233,2,5438.4675
16532,273,4270,2,5438.4675
16291,107,4513,2,5438.4675
21999,555,4232,2,5438.4675
21201,582,4307,2,5438.4675
21892,599,4233,2,5438.4675
21891,580,4243,2,5438.4675
16412,187,4425,2,5438.357
21957,630,4202,2,5435.8266
21558,562,4285,2,5435.8266
16414,350,4386,2,5435.8266
15566,153,4193,2,5428.2794
11134,915,4227,3,5427.5723
22195,607,4197,2,5425.1854
21897,555,4257,2,5425.1854
21166,587,4313,2,5425.1854
13230,481,4405,2,5420.3787
21955,617,4208,2,5415.2515
21559,578,4274,2,5415.2515
16547,293,4260,2,5415.2515
22930,547,4173,2,5415.2515
21950,623,4204,2,5415.2515
21211,580,4306,2,5415.2515
15905,145,4196,2,5413.4172
13478,417,4379,2,5412.6437
21403,589,4271,2,5409.7375
23865,689,4271,2,5405.2291
23396,570,4394,2,5405.2291
21945,596,4242,2,5399.8036
21948,610,4227,2,5399.8036
21557,574,4268,2,5399.8036
21205,558,4318,2,5399.8036
21882,573,4238,2,5399.8036
16572,507,4184,2,5399.8036
22193,551,4230,2,5399.8036
22857,577,4194,2,5399.8036
13729,524,4200,2,5396.6212
13728,549,4174,2,5392.1791
23267,573,4456,2,5372.6095
19037,293,4257,2,5368.4658
13314,456,4397,2,5363.9905
28665,911,4206,2,5362.1231
15175,132,4236,2,5359.6147
15889,142,4192,2,5357.0732
13885,306,4381,2,5353.5041
23511,599,4365,2,5351.6366
15304,138,4242,2,5351.515
14598,132,4248,2,5347.095
13435,456,4367,2,5346.3437
19049,312,4229,2,5346.3216
13274,464,4405,2,5345.7801
24284,739,4223,2,5345.2608
13299,432,4412,2,5343.0066
13019,644,4244,2,5342.9955
13898,234,4373,2,5342.9955
12193,100,4346,2,5340.4982
24310,786,4173,2,5336.476
23583,595,4370,2,5336.476
23385,616,4403,2,5336.476
24235,692,4260,2,5336.476
23868,708,4238,2,5336.476
13713,572,4180,2,5335.2826
23351,618,4398,2,5335.0616
23866,697,4251,2,5335.0616
23846,702,4264,2,5335.0616
24342,766,4189,2,5335.0616
23306,581,4434,2,5335.0616
28298,636,4528,2,5335.0616
23397,615,4367,2,5335.0616
23725,618,4373,2,5335.0616
23731,628,4349,2,5335.0616
23842,708,4273,2,5335.0616
23281,542,4452,2,5335.0616
23730,628,4349,2,5335.0616
23283,582,4427,2,5335.0616
15391,129,4228,2,5334.9511
28662,799,4344,2,5333.9456
18457,914,4193,2,5332.9842
12986,118,4351,2,5329.4261
28666,954,4183,2,5328.4316
17922,890,4256,2,5328.0007
16534,484,4239,2,5326.6553
13380,656,4212,2,5326.4426
12929,483,4417,2,5326.4426
13657,402,4377,2,5325.3266
13440,86,4316,2,5324.4757
12941,445,4441,2,5324.2547
24332,753,4195,2,5321.7795
12122,98,4372,2,5319.5143
16000,118,4195,2,5319.4148
11979,83,4406,2,5319.2049
15490,133,4216,2,5318.9396
13016,469,4420,2,5318.7187
13208,467,4433,2,5318.7187
13484,387,4380,2,5318.7187
13246,663,4208,2,5318.7076
15850,159,4189,2,5318.4092
12060,145,4358,2,5316.7517
12177,133,4335,2,5316.7075
13425,457,4389,2,5315.3926
13894,288,4367,2,5315.3705
12981,461,4419,2,5314.8401
29936,274,4232,4,5314.3892
23172,556,4494,2,5314.376
13424,477,4390,2,5312.0776
13329,467,4391,2,5312.0776
23164,540,4491,2,5311.8456
13086,614,4262,2,5310.2102
13087,635,4239,2,5307.6797
12921,635,4241,2,5307.6797
13205,458,4423,2,5307.6687
14597,115,4240,2,5307.6576
23829,637,4349,2,5306.3316
23819,637,4341,2,5306.3316
23209,552,4491,2,5306.3316
23830,677,4302,2,5306.3316
23867,714,4233,2,5306.3316
13452,427,4383,2,5304.3316
12154,131,4330,2,5302.3757
13142,661,4239,2,5302.1658
13401,632,4209,2,5302.1658
13420,438,4410,2,5302.1547
13249,102,4332,2,5298.8507
12926,438,4440,2,5298.8176
13221,462,4420,2,5298.8176
14478,87,4287,2,5298.4861
12935,458,4423,2,5297.7126
13402,615,4232,2,5296.6297
15916,123,4195,2,5296.5634
28580,781,4374,2,5296.3977
24309,746,4195,2,5296.3977
28664,893,4251,2,5296.3977
15201,124,4234,2,5296.2871
17915,881,4284,2,5295.9667
11942,796,4181,3,5295.4805
15876,144,4199,2,5291.8671
13977,207,4360,2,5291.3699
17916,894,4263,2,5290.4528
13658,406,4360,2,5290.3091
16482,771,4483,2,5286.0328
30086,274,4232,4,5282.5744
15395,140,4217,2,5281.9221
13369,480,4387,2,5280.0547
13093,477,4421,2,5280.0547
11944,793,4180,3,5277.7784
14436,131,4266,2,5277.4911
13896,238,4377,2,5277.0712
13565,698,4179,2,5277.0712
13978,184,4361,2,5276.7066
14459,92,4277,2,5276.3861
12710,131,4327,2,5275.3142
13063,658,4234,2,5274.5297
13450,405,4376,2,5274.5297
11835,128,4396,2,5273.3915
29990,639,4232,6,5271.5439
16431,187,4407,2,5270.1898
13418,101,4308,2,5268.6953
16931,843,4373,2,5268.3417
13284,90,4351,2,5268.1207
13361,622,4222,2,5266.0212
13189,450,4430,2,5266.0212
13873,312,4370,2,5266.0212
19048,344,4212,2,5266.0212
14041,125,4285,2,5265.3471
13909,121,4288,2,5264.2421
19036,290,4251,2,5263.4908
13887,274,4372,2,5263.4908
13287,461,4397,2,5263.4908
12918,465,4432,2,5263.4908
17909,838,4316,2,5261.7228
16514,762,4493,2,5261.7228
15906,168,4174,2,5260.9382
19073,344,4203,2,5260.1537
12950,635,4239,2,5260.1537
13088,615,4257,2,5260.1537
22904,590,4177,2,5259.7918
13345,48,4344,2,5259.2586
21969,579,4203,2,5259.2172
17733,830,4333,2,5257.8553
16526,877,4372,2,5257.8553
17478,773,4377,2,5257.8553
11739,93,4428,2,5257.6232
13176,449,4423,2,5252.4187
16525,843,4408,2,5251.7888
18452,893,4221,2,5251.7888
18332,878,4208,2,5251.7888
16519,806,4435,2,5251.7888
18331,873,4212,2,5251.7888
17735,833,4314,2,5251.7888
18465,928,4182,2,5251.7888
17912,900,4267,2,5251.7888
16529,898,4365,2,5251.7888
17923,912,4237,2,5251.7888
17732,831,4337,2,5251.7888
16527,899,4358,2,5251.7888
18462,904,4188,2,5251.7888
18766,885,4183,2,5251.7888
17730,814,4350,2,5251.2142
14605,105,4251,2,5248.7611
13660,86,4308,2,5248.7611
13366,38,4350,2,5247.6892
19070,336,4214,2,5246.9047
18461,907,4193,2,5246.8053
11947,806,4173,3,5245.7666
15997,132,4181,2,5244.7058
14281,129,4277,2,5244.6615
15362,107,4259,2,5243.2471
17736,870,4296,2,5240.7278
17370,781,4372,2,5240.7278
14118,141,4273,2,5239.1807
22197,607,4196,2,5238.7857
13032,461,4439,2,5238.3962
13489,417,4359,2,5238.3962
12113,102,4382,2,5234.9707
13101,106,4335,2,5233.3132
12011,745,4185,3,5233.0702
11943,787,4187,3,5231.3906
17917,867,4291,2,5230.7938
17920,913,4257,2,5230.7938
18458,907,4187,2,5230.7938
17919,880,4278,2,5230.7938
16929,861,4359,2,5230.7938
17904,856,4317,2,5230.7938
17924,921,4243,2,5230.7938
16516,785,4462,2,5230.7938
17913,857,4289,2,5230.7938
17918,864,4284,2,5230.7938
16524,833,4416,2,5230.7938
16515,791,4457,2,5230.7938
21225,590,4273,2,5229.8131
29760,274,4201,3,5228.4196
11984,80,4408,2,5227.0036
30069,274,4201,4,5226.8256
17728,826,4348,2,5226.6832
16520,823,4438,2,5224.1528
18463,902,4198,2,5222.2743
17927,940,4216,2,5222.2743
15187,128,4235,2,5221.4786
21968,590,4208,2,5218.7852
17726,766,4380,2,5217.5117
15567,138,4193,2,5215.8984
13343,79,4329,2,5215.8984
15363,113,4243,2,5214.5393
12114,118,4355,2,5214.5171
11328,92,4437,2,5213.4343
14606,119,4245,2,5211.2022
17926,941,4208,2,5210.8486
21555,570,4279,2,5210.6193
16476,254,4307,2,5210.6193
13908,102,4305,2,5210.4397
21944,572,4253,2,5208.8513
26014,760,4218,2,5208.2297
23858,509,4482,2,5207.5778
12089,137,4364,2,5204.5832
13328,85,4346,2,5202.3622
21570,590,4234,2,5199.5582
16559,364,4177,2,5199.5582
25951,838,4264,2,5197.1576
15176,140,4238,2,5196.8482
16533,286,4267,2,5196.1438
21560,574,4276,2,5196.1438
21959,603,4221,2,5196.1438
25917,871,4273,2,5193.3012
26002,767,4227,2,5192.7376
26004,784,4227,2,5192.1851
16518,801,4449,2,5192.1299
17734,796,4351,2,5192.1299
16521,802,4443,2,5192.1299
17910,895,4269,2,5192.1299
16928,852,4365,2,5192.1299
17921,916,4257,2,5192.1299
16522,822,4436,2,5192.1299
17925,926,4238,2,5192.1299
17911,877,4292,2,5192.1299
17725,786,4370,2,5192.1299
16517,812,4453,2,5192.1299
16528,879,4362,2,5192.1299
18464,907,4183,2,5192.1299
17914,872,4278,2,5192.1299
16523,805,4438,2,5192.1299
18334,876,4232,2,5192.1299
11946,793,4178,3,5190.5277
16540,498,4208,2,5189.6243
21958,608,4208,2,5189.6243
16436,209,4351,2,5189.6243
21886,574,4255,2,5189.6243
21219,579,4269,2,5189.6243
16433,209,4381,2,5189.6243
22199,601,4191,2,5186.7402
13460,96,4317,2,5185.8093
16408,157,4456,2,5185.6352
22913,554,4195,2,5176.2538
21404,560,4288,2,5176.2538
26016,756,4219,2,5175.0466
13220,457,4443,2,5174.1985
15917,128,4176,2,5170.3614
16475,465,4282,2,5164.6402
22181,582,4222,2,5164.6402
16388,104,4524,2,5164.6402
21165,558,4314,2,5164.6402
22929,545,4197,2,5164.6402
25886,879,4306,2,5164.0076
26001,776,4223,2,5164.0076
25887,900,4302,2,5164.0076
22202,600,4172,2,5162.2755
16513,252,4315,2,5159.7451
21553,555,4286,2,5156.4853
22000,571,4228,2,5153.4908
21893,604,4234,2,5153.4908
21899,585,4252,2,5153.4908
21878,567,4260,2,5153.4908
22860,580,4175,2,5153.4908
21876,561,4258,2,5153.0377
21218,570,4287,2,5150.9603
22908,544,4194,2,5150.9603
22198,599,4200,2,5150.9603
21873,581,4236,2,5150.9603
16394,97,4524,2,5149.1923
21418,592,4268,2,5149.1923
22912,572,4175,2,5149.1923
21217,575,4276,2,5149.1923
21572,595,4238,2,5149.1923
16411,326,4412,2,5149.1923
21214,594,4287,2,5149.1923
22854,586,4182,2,5149.1923
21949,611,4205,2,5149.1923
21966,588,4204,2,5149.1923
21173,585,4315,2,5149.1923
22200,613,4185,2,5149.1923
21994,599,4209,2,5149.1923
16538,464,4254,2,5149.1923
21946,617,4214,2,5149.0818
